Name,Birthday,Outcome Type,Outcome Subtype,Animal Type,Sex,Breed,Color
Chan,2/18/14,Adoption,,Dog,Neutered Male,Dutch Shepherd,Black/Brown Brindle
*Alexander,7/12/13,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue
Wes,9/26/14,Transfer,Partner,Dog,Intact Male,Boxer Mix,Brown/Black
Aurora,12/28/09,Adoption,,Dog,Intact Female,Border Collie Mix,Black/White
Lucky,8/2/07,Return to Owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown
Emmett,1/18/16,Adoption,,Dog,Neutered Male,Queensland Heeler Mix,Red Merle/White
Riley,11/12/07,Return to Owner,,Dog,Neutered Male,Pit Bull Mix,Brown Brindle/White
,4/2/14,Died,,Other,Unknown,Bat Mix,Brown
,7/26/05,Transfer,Partner,Dog,Neutered Male,Miniature Poodle Mix,White
Marshall,8/16/13,Adoption,,Dog,Neutered Male,Australian Shepherd Mix,Red Merle
,3/30/19,Adoption,,Dog,Neutered Male,Australian Kelpie,Black/Brown
,4/16/16,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby
,7/10/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Orange Tabby/White
Claire,1/7/12,Return to Owner,,Dog,Spayed Female,Labrador Retriever Mix,Black
Lady,7/28/19,Adoption,,Dog,Spayed Female,Chihuahua Shorthair,Tan
*Harry,7/16/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Brown Tabby
,5/18/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
Penguin,11/24/18,Adoption,,Cat,Neutered Male,Domestic Shorthair,Black/White
,5/2/15,Adoption,Foster,Cat,Neutered Male,Domestic Longhair Mix,Black
*Rain,6/5/14,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Black/White
*Nod,2/16/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
,3/31/14,Transfer,Partner,Dog,Intact Female,Boxer Mix,Brown Brindle/White
,9/30/17,Euthanasia,Rabies Risk,Other,Unknown,Bat,Black
*Juno,7/25/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Brown Tabby/White
*Ali Lou,9/8/14,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,White
*Parcheesi,9/10/13,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Brown Tabby
Lilly,9/30/17,Adoption,,Dog,Spayed Female,Dachshund Longhair,Black/Brown
,12/26/15,Euthanasia,Rabies Risk,Other,Unknown,Bat,Brown
,7/26/19,Adoption,,Dog,Neutered Male,Chihuahua Shorthair/Dachshund,Brown Merle/White
,4/21/16,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Black/White
,10/10/11,Died,,Other,Unknown,Bat Mix,Brown
,9/30/18,Return to Owner,,Dog,Intact Male,Wire Hair Fox Terrier,Black/Tan
*Dottie,4/5/14,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Jax,4/16/15,Return to Owner,,Dog,Neutered Male,Boxer Mix,Brown/White
Rylee,7/24/19,Adoption,,Dog,Spayed Female,German Shepherd,Black/Tan
Gabriel,3/9/14,Euthanasia,Aggressive,Dog,Neutered Male,Catahoula Mix,White
*Kora,4/10/16,Transfer,Partner,Cat,Intact Female,Domestic Shorthair,Black/White
Tyson,1/27/14,Transfer,Partner,Dog,Neutered Male,Labrador Retriever Mix,Black/White
*Janeane,8/12/14,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Sherlock,12/28/13,Adoption,,Dog,Neutered Male,Pug Mix,Fawn
Balin,3/4/12,Return to Owner,,Dog,Neutered Male,Golden Retriever Mix,Red
*Colorado,6/12/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Blue
Fuzzy,7/27/07,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
,6/20/10,Transfer,SCRP,Cat,Neutered Male,Domestic Shorthair Mix,Cream Tabby/White
*Silver,4/11/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black
*Stanley,2/16/14,Euthanasia,Suffering,Dog,Intact Male,Pit Bull Mix,Blue/White
Gracie,2/15/14,Adoption,,Dog,Spayed Female,Rat Terrier/Chihuahua Shorthair,White/Brown
*Gable,9/13/13,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
Zoey,1/2/12,Return to Owner,,Dog,Spayed Female,Labrador Retriever Mix,Black/Brown
Asuna,12/5/08,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black
Tyson,3/26/03,Return to Owner,,Dog,Neutered Male,Rottweiler Mix,Black/Brown
,12/7/12,Transfer,Partner,Dog,Spayed Female,Bull Terrier,White
,3/26/15,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Black
Milkshake,7/14/07,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,White/Brown Tabby
*Henry,12/10/12,Transfer,Partner,Other,Intact Male,Guinea Pig Mix,Tricolor
*Scrappy,9/16/10,Adoption,,Dog,Neutered Male,Rat Terrier Mix,Black/White
,8/29/13,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
*Luis,6/6/15,Died,In Kennel,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White
*Benjamin,5/4/16,Adoption,,Dog,Neutered Male,Great Pyrenees/Pointer,White/Black
*Luna,5/10/13,Adoption,Foster,Dog,Spayed Female,Dachshund Mix,Black/White
*Francine,8/24/15,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie
*Philippa,2/7/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Torbie
*Dahlia,7/8/16,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie
,5/1/15,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby
*Morris,4/25/16,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
,5/31/15,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Tortie
,1/14/13,Adoption,,Dog,Neutered Male,Australian Shepherd/Chihuahua Shorthair,Black/Tan
Tigg,3/9/13,Return to Owner,,Dog,Neutered Male,Boxer/Pit Bull,Brown Brindle
*Dexter,4/19/14,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
,10/12/14,Transfer,Partner,Cat,Intact Male,Domestic Medium Hair Mix,Blue
Shya,10/15/09,Return to Owner,,Dog,Spayed Female,Jack Russell Terrier Mix,White/Brown
,6/23/15,Transfer,Partner,Cat,Unknown,Domestic Shorthair Mix,Brown Tabby
Dusty,7/14/10,Transfer,Partner,Dog,Intact Male,Golden Retriever Mix,Tan
Lana,4/23/15,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,White/Black
,3/19/16,Adoption,,Dog,Neutered Male,Jack Russell Terrier Mix,White/Buff
*Jake,7/1/12,Euthanasia,Aggressive,Dog,Intact Male,Australian Cattle Dog Mix,Black/White
*Boba,9/19/17,Adoption,,Dog,Neutered Male,Clumber Spaniel/American Eskimo,White
,7/26/19,Adoption,,Dog,Spayed Female,Chihuahua Shorthair/Dachshund,Brown
,2/28/16,Transfer,Partner,Other,Unknown,Opossum Mix,Gray/White
,12/29/15,Adoption,,Dog,Spayed Female,Australian Cattle Dog/Cardigan Welsh Corgi,Red Tick
Monkey,3/9/11,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
,9/26/12,Adoption,,Dog,Spayed Female,Yorkshire Terrier,Brown
*Elroy,4/16/19,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair,Orange Tabby
*Scarlet,6/14/08,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
,11/17/02,Return to Owner,,Dog,Intact Male,Pekingese Mix,White
Trudy,5/29/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Lady,6/16/11,Return to Owner,,Dog,Spayed Female,German Shepherd Mix,Brown/Black
*Bartok,3/12/14,Transfer,Partner,Dog,Neutered Male,Alaskan Malamute Mix,Sable
,5/7/16,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Blue
*Astro,4/11/19,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair,Brown Tabby
Bruno,12/8/13,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Brown/White
Cupcake,3/9/09,Return to Owner,,Dog,Spayed Female,Golden Retriever Mix,Gold
Princess,9/3/14,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Tan/White
,10/12/14,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby
*Greta,5/10/08,Adoption,,Dog,Spayed Female,German Shepherd Mix,Tan/Black
,3/27/15,Euthanasia,Suffering,Dog,Intact Female,Chihuahua Shorthair Mix,White
Turbo 2,3/24/10,Transfer,Partner,Dog,Intact Male,Lhasa Apso/Miniature Poodle,Cream/Gray
Pablo,3/30/12,Transfer,Partner,Dog,Neutered Male,American Staffordshire Terrier Mix,Red/White
*Ontario,8/18/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
,3/8/12,Euthanasia,Suffering,Other,Unknown,Raccoon Mix,Black/Gray
*Mr. Pepper,12/5/11,Transfer,Partner,Dog,Neutered Male,French Bulldog/Chihuahua Shorthair,Black/Red
Sophie Marie,1/29/16,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,White/Tan
Twyla,4/3/19,Transfer,Partner,Dog,Intact Female,Pomeranian Mix,Black/White
Pinky Pie,1/4/19,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Tan/White
Ripley,12/16/18,Transfer,Partner,Dog,Intact Male,Chihuahua Shorthair Mix,Tan
Darth,10/12/16,Adoption,,Cat,Intact Male,Domestic Shorthair Mix,Black
*Simon,7/1/14,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair/Miniature Pinscher,Brown/Tan
Toby,9/17/12,Euthanasia,Suffering,Dog,Neutered Male,Chihuahua Shorthair Mix,White
Tiger,8/18/01,Return to Owner,,Dog,Neutered Male,German Shepherd Mix,Tan
*Janet,9/20/13,Transfer,Partner,Dog,Intact Female,Pit Bull,Blue/White
Roxy,8/9/15,Transfer,Partner,Dog,Spayed Female,Pit Bull/Chinese Sharpei,Chocolate/White
,9/8/15,Euthanasia,Rabies Risk,Other,Unknown,Bat,Brown
Millie,8/4/09,Return to Owner,,Dog,Spayed Female,Boxer Mix,Fawn/White
Lady,8/29/14,Return to Owner,,Dog,Spayed Female,Pharaoh Hound Mix,Tan
Oliver,12/11/14,Transfer,Partner,Cat,Neutered Male,Domestic Medium Hair Mix,Black/White
*Tigger,4/27/15,Adoption,Foster,Cat,Neutered Male,Snowshoe Mix,Lynx Point
*Jay,10/3/14,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Black/White
*Lucy,8/7/13,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Brown/White
Barky,5/12/14,Return to Owner,,Dog,Neutered Male,American Pit Bull Terrier Mix,White/Black
Teo,8/28/13,Return to Owner,,Dog,Spayed Female,Papillon,Tan
,3/11/15,Euthanasia,Rabies Risk,Other,Unknown,Raccoon Mix,Gray/Black
Ziggy,4/29/14,Transfer,Partner,Dog,Neutered Male,Pit Bull/Vizsla,Red
,5/8/16,Euthanasia,Rabies Risk,Other,Unknown,Raccoon Mix,Brown
,8/13/15,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Black
*Amelia,4/12/15,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby
,10/6/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby/White
*Billy,10/8/12,Adoption,,Dog,Neutered Male,Yorkshire Terrier/Chihuahua Shorthair,Black/Tan
Blue,3/15/14,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
Pearl,6/3/16,Adoption,,Other,Intact Female,Rabbit Sh Mix,White/Black
,10/20/10,Euthanasia,Suffering,Cat,Intact Male,Domestic Shorthair Mix,White/Brown Tabby
,5/31/15,Euthanasia,Suffering,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
,10/22/15,Transfer,Partner,Other,Unknown,Lizard Mix,Tan
*Beau,9/19/14,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby/White
,3/2/15,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
*Vera,12/23/14,Adoption,,Dog,Spayed Female,Rhod Ridgeback/Plott Hound,Brown/White
*Nathan,9/19/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
*James Bond,3/4/13,Transfer,SCRP,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
Buster,10/16/03,Euthanasia,Medical,Dog,Neutered Male,Boxer Mix,Brown Brindle/White
Chico,2/6/12,Return to Owner,,Dog,Neutered Male,Maltese/Miniature Poodle,White/Gray
*Zipper,1/27/15,Adoption,,Dog,Neutered Male,Plott Hound Mix,Brown Brindle/White
Cherry,7/24/13,Return to Owner,,Dog,Spayed Female,Labrador Retriever Mix,Black
Panda,9/19/15,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair,Black/White
Max,9/19/15,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair,Orange Tabby
Fannie,9/19/17,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair,Brown Tabby
*Fudge,6/17/19,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair,White/Brown Tabby
Canelo,1/25/14,Return to Owner,,Dog,Neutered Male,German Wirehaired Pointer Mix,Brown/White
Sydney,10/24/15,Adoption,Foster,Dog,Spayed Female,Pit Bull Mix,Brown Brindle
Boots,6/12/19,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
*Ethan,12/1/15,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Yellow
*Margot,4/2/15,Adoption,,Cat,Spayed Female,Domestic Medium Hair Mix,Blue
*Carlos,7/20/12,Transfer,Partner,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan/White
,7/9/07,Euthanasia,Behavior,Dog,Spayed Female,Pit Bull Mix,Tan/White
*Seth,8/27/15,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Cream Tabby/White
*Terry,8/19/13,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,White/Orange
*Jenny,12/26/13,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Calico/Blue Tabby
Cloe,4/29/10,Adoption,Foster,Dog,Spayed Female,Chihuahua Shorthair Mix,Black/White
Kit-Kat,8/24/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby
,5/10/15,Adoption,,Dog,Neutered Male,Chihuahua Shorthair Mix,Black/Brown
*Tilda,9/11/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue Tabby
Charlotte,6/30/18,Transfer,Partner,Dog,Intact Female,Shih Tzu/Maltese,Tan
Toby,12/8/07,Adoption,,Dog,Neutered Male,Cairn Terrier Mix,Tan
Lulu,4/21/14,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Tortie
Matilda,1/8/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Blue
Austen,4/27/07,Adoption,,Dog,Neutered Male,American Eskimo/Border Collie,White
Bago,3/23/12,Return to Owner,,Dog,Neutered Male,Chow Chow Mix,Red/Black
Tinkerbell,10/22/10,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Black/White
Bert,5/9/09,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
Rocko,6/30/18,Transfer,Partner,Dog,Intact Male,Shih Tzu/Maltese,Black/Tan
,6/13/16,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby/White
,8/1/16,Euthanasia,Suffering,Cat,Unknown,Domestic Shorthair Mix,Blue Tabby
Capone,10/30/15,Adoption,,Dog,Neutered Male,Pointer/Labrador Retriever,Brown/White
*Deanna,9/12/13,Transfer,Partner,Dog,Spayed Female,Rat Terrier Mix,Tricolor
Bun Bun,5/23/14,Adoption,,Dog,Spayed Female,Beagle Mix,Tan
Chance,11/7/10,Return to Owner,,Dog,Neutered Male,American Pit Bull Terrier Mix,Red/White
,4/27/19,Transfer,Snr,Cat,Intact Female,Domestic Shorthair,Brown Tabby
,8/15/13,Died,,Other,Unknown,Bat Mix,Brown
Mitzy,10/18/99,Transfer,Partner,Cat,Spayed Female,Domestic Shorthair Mix,Tortie
,10/9/13,Transfer,SCRP,Cat,Unknown,Domestic Shorthair Mix,Black/White
Bangs,4/15/19,Adoption,Foster,Cat,Neutered Male,Domestic Shorthair,Black
Baxter,9/21/16,Return to Owner,,Dog,Intact Male,Chihuahua Shorthair Mix,Brown/Black
*Georgina,9/17/15,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Tan
Paloma,11/5/13,Return to Owner,,Dog,Spayed Female,Great Pyrenees Mix,Cream/White
Rocky,8/30/10,Return to Owner,,Dog,Neutered Male,Doberman Pinsch Mix,Chocolate/Tan
*Katsushiro,6/6/15,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Black/White
Boots,7/6/13,Return to Owner,,Dog,Intact Male,Golden Retriever Mix,Cream
,3/5/13,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
*Birdie,5/22/14,Transfer,Partner,Dog,Intact Female,Labrador Retriever/Border Collie,Black/White
*Cisco,10/17/15,Adoption,,Dog,Neutered Male,Australian Cattle Dog,Red Tick/Tan
*Valley,5/21/14,Adoption,Foster,Dog,Spayed Female,Siberian Husky/Border Collie,Liver/White
*Grey,7/30/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Oscar,5/25/02,Return to Owner,,Dog,Neutered Male,Boxer Mix,Brown Brindle
*Ally,5/8/15,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
*Charlie,2/10/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Orange Tabby
,9/12/14,Euthanasia,Rabies Risk,Other,Unknown,Bat Mix,Brown
,2/21/12,Transfer,Partner,Dog,Neutered Male,Pomeranian Mix,Red
Rocky,12/11/12,Return to Owner,,Dog,Intact Male,Chihuahua Shorthair Mix,Black/Tan
King,1/12/08,Return to Owner,,Dog,Neutered Male,Great Dane Mix,Black/White
,4/30/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Blue
,8/20/13,Transfer,Partner,Dog,Neutered Male,Dalmatian Mix,White/Black
*Mustachio,4/24/15,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Black/White
Rosie,6/13/12,Adoption,,Dog,Spayed Female,German Shepherd Mix,Tricolor
*Wendy,6/12/14,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Peanut,11/30/11,Return to Owner,,Dog,Neutered Male,Boston Terrier Mix,Brown Brindle/White
Zimm,1/16/03,Return to Owner,,Dog,Neutered Male,Rat Terrier Mix,Black/White
Emma,9/6/12,Adoption,,Dog,Spayed Female,Chihuahua Shorthair Mix,Red/White
,9/25/13,Transfer,Partner,Dog,Intact Male,Maltese Mix,Tan/White
Chloe,9/23/17,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Black/White
,9/9/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,White/Black
Hunny,10/27/07,Return to Owner,,Dog,Spayed Female,Australian Kelpie/Pit Bull,Brown/White
,7/16/13,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby
Minikins,5/24/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Tortie
Precious,11/18/12,Transfer,Partner,Dog,Spayed Female,Pit Bull Mix,Buff/White
,9/9/19,Transfer,Partner,Cat,Intact Male,Domestic Shorthair,Black
Zaza,6/2/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Tortie
,7/26/19,Adoption,,Dog,Spayed Female,Chihuahua Shorthair/Dachshund,Sable/White
Itzie,8/4/13,Transfer,Partner,Other,Unknown,Rabbit Sh Mix,Brown
X,7/9/10,Transfer,Partner,Cat,Neutered Male,Domestic Shorthair Mix,Blue Tabby
Coco,10/30/15,Return to Owner,,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Gracie,9/26/10,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie
,5/29/12,Euthanasia,Suffering,Other,Intact Male,Opossum,Gray/White
Fiji,7/5/08,Return to Owner,,Dog,Neutered Male,Chihuahua Shorthair Mix,Tan
Roxy,4/17/11,Return to Owner,,Dog,Spayed Female,Pit Bull Mix,Blue
Daisy,10/1/18,Return to Owner,,Dog,Spayed Female,Chihuahua Shorthair,Tan/White
Channell,4/19/09,Transfer,Partner,Dog,Intact Female,Chihuahua Shorthair Mix,Tan
*Toby,9/21/18,Adoption,,Dog,Neutered Male,Chihuahua Shorthair,Tan/Black
Tiny,6/19/19,Adoption,,Cat,Neutered Male,Domestic Shorthair,Brown Tabby
Jasmine,4/20/14,Euthanasia,Suffering,Dog,Intact Female,Labrador Retriever Mix,Black
*Norma,3/3/15,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,White/Orange Tabby
Lucky,6/6/13,Adoption,,Dog,Neutered Male,Labrador Retriever/Pointer,Black/White
Bison,8/31/13,Return to Ownerdopt,,Dog,Neutered Male,Chinese Sharpei Mix,Brown
,10/7/16,Adoption,,Cat,Neutered Male,Domestic Shorthair Mix,Brown Tabby/White
Canela,6/28/15,Transfer,Partner,Dog,Spayed Female,Labrador Retriever/Rhod Ridgeback,Tan/White
*Jelly,5/8/19,Adoption,,Cat,Spayed Female,Domestic Shorthair,Black
,8/23/16,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Black
,5/28/19,Adoption,,Dog,Spayed Female,Beagle/Dachshund,Black/Tricolor
,12/13/14,Euthanasia,Suffering,Dog,Intact Male,Labrador Retriever Mix,Brown
Pickles,11/24/17,Adoption,,Dog,Spayed Female,Great Pyrenees,White
*Pretzel,3/11/14,Transfer,Partner,Dog,Spayed Female,Dachshund/Chihuahua Shorthair,Red/White
,4/25/15,Return to Owner,,Dog,Intact Male,Miniature Pinscher Mix,Black/Tan
Pita,1/5/10,Return to Owner,,Dog,Spayed Female,Labrador Retriever Mix,Tan
Vanilla,6/24/15,Adoption,,Dog,Spayed Female,Chihuahua Longhair Mix,Tan
*Rocky,10/1/17,Transfer,Snr,Cat,Neutered Male,Domestic Shorthair,Cream Tabby/White
,7/17/19,Adoption,,Dog,Neutered Male,Dachshund Longhair,Black
Luna,5/8/09,Adoption,,Dog,Spayed Female,Border Collie Mix,Cream/White
,12/7/14,Return to Owner,,Dog,Intact Male,Pit Bull Mix,White/Blue
Kojack,8/27/17,Adoption,,Dog,Neutered Male,German Shepherd,Black/Blue Tick
,8/3/14,Transfer,SCRP,Cat,Intact Female,Domestic Shorthair Mix,Brown Tabby
,9/27/18,Adoption,,Other,Intact Male,Guinea Pig,Gray/White
,8/10/15,Adoption,,Cat,Spayed Female,Domestic Longhair Mix,Blue Cream
,3/18/14,Transfer,Partner,Dog,Spayed Female,Chihuahua Shorthair Mix,Brown/White
Dora,1/10/13,Return to Owner,,Dog,Intact Female,Miniature Schnauzer Mix,Fawn/Gray
Valentine,4/5/14,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Black/White
*Pepper,3/25/14,Transfer,Partner,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby
Diamond,12/13/12,Return to Owner,,Dog,Intact Female,Pit Bull Mix,Blue/White
,5/21/19,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Chocolate/White
*Gunther,3/28/14,Adoption,Foster,Dog,Neutered Male,English Pointer Mix,White/Chocolate
Rodeo,10/26/06,Euthanasia,Aggressive,Dog,Neutered Male,Labrador Retriever Mix,Tan/White
*Lilac,2/6/11,Transfer,Partner,Dog,Intact Female,Pit Bull Mix,White
*Presley,9/29/11,Adoption,,Dog,Neutered Male,Australian Shepherd Mix,Tricolor
Gus,1/30/19,Return to Owner,,Dog,Intact Male,Chihuahua Shorthair Mix,White/Brown
*Zinnia,7/11/13,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,White/Blue
Cocoa,6/2/11,Adoption,,Dog,Intact Female,Dachshund Mix,Black/Tricolor
,11/28/15,Transfer,SCRP,Cat,Spayed Female,Domestic Shorthair Mix,Calico
Sweetie,1/3/12,Adoption,,Dog,Spayed Female,Yorkshire Terrier/Lhasa Apso,Tan/Black
*Matt,2/8/13,Adoption,,Dog,Neutered Male,Carolina Dog Mix,White/Brown
Harley Quinn,6/29/13,Adoption,,Dog,Spayed Female,German Wirehaired Pointer Mix,Black/White
Charles,8/11/07,Transfer,Partner,Dog,Neutered Male,Dachshund Mix,Red
,12/2/12,Transfer,SCRP,Cat,Intact Female,Domestic Medium Hair Mix,Brown Tabby/White
Pepper,2/7/10,Return to Owner,,Dog,Intact Male,Pit Bull Mix,Black/White
Ricardo,12/2/10,Euthanasia,Behavior,Dog,Neutered Male,Border Collie Mix,Tan/White
*Brinley,7/25/15,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Brown Tabby
Lea,12/11/13,Adoption,,Cat,Spayed Female,Domestic Shorthair Mix,Orange Tabby
Luna,12/2/14,Adoption,Foster,Dog,Spayed Female,Pit Bull Mix,White
Nia,7/7/15,Adoption,,Dog,Spayed Female,American Staffordshire Terrier Mix,Chocolate/White
Niko,12/18/10,Adoption,,Dog,Neutered Male,Labrador Retriever Mix,Brown
Sadie,9/29/13,Transfer,Partner,Dog,Spayed Female,Chihuahua Longhair Mix,Orange/Tan
,5/12/16,Adoption,,Dog,Spayed Female,Labrador Retriever Mix,Brown/White
Steve,4/7/14,Return to Owner,,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby
,7/17/19,Adoption,,Dog,Spayed Female,Dachshund Longhair/Chihuahua Shorthair,Black/White
,1/2/13,Transfer,Partner,Other,Unknown,Rabbit Sh Mix,Brown Brindle
Maco,2/28/15,Adoption,,Dog,Neutered Male,Australian Cattle Dog,White/Black
Addy,3/20/10,Return to Owner,,Dog,Intact Female,Labrador Retriever Mix,Black
*Demarko,10/3/15,Adoption,,Cat,Neutered Male,Domestic Medium Hair Mix,Orange Tabby
*Sonya,7/24/12,Adoption,,Dog,Spayed Female,Pit Bull Mix,Chocolate/White
,5/10/14,Transfer,Partner,Cat,Intact Female,Domestic Shorthair Mix,Tortie
Bella,12/21/11,Adoption,,Dog,Spayed Female,Yorkshire Terrier/Shih Tzu,Blue/Tan
Apple,4/11/12,Euthanasia,Aggressive,Dog,Spayed Female,German Shepherd Mix,Black/Brown
Lobo,5/1/18,Return to Owner,,Dog,Intact Male,Siberian Husky,Black/White
,2/27/19,Adoption,,Dog,Spayed Female,Australian Cattle Dog Mix,Blue Merle
Chato,7/28/18,Adoption,,Dog,Neutered Male,Chinese Sharpei,Brown/White
*Rounder,8/30/03,Transfer,Partner,Dog,Neutered Male,Queensland Heeler Mix,Blue Tick/Tan
*Brie,4/14/16,Adoption,Foster,Cat,Spayed Female,Domestic Shorthair Mix,Calico
